text,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383
product,-0.088460214,0.043446783,-0.00024388188,-0.0009588362,0.03243634,-0.031760212,0.18268181,0.09572854,-0.0065862187,-0.012965795,0.023900125,-0.035441622,0.05206331,0.011154392,-0.06063403,0.03420306,0.00853901,0.04111462,-0.15756103,-0.025844246,-0.04710524,0.040307637,-0.0044060573,0.04767118,-0.07670944,0.07761107,-0.005858101,0.019149011,0.071740836,-0.09014024,0.041556694,-0.022564318,0.048356447,-0.023825923,0.028934432,0.019201064,-0.0025440182,-0.02754872,-0.05305435,-0.017182209,0.010959289,-0.120095134,-0.087143235,-0.0070351516,0.0301065,0.039477948,0.053985704,0.05030193,0.027054701,0.062483687,-0.090173446,-0.00549333,-0.00563185,-0.016174793,-0.012256975,0.008149918,-0.0153470775,0.021356622,-0.015988603,-0.034960814,0.076326884,-0.031097487,-0.1050568,0.04345665,0.048335806,0.0037634338,0.0057932837,-0.06524105,-0.08695393,0.04176349,0.019989474,0.04690677,-0.020200461,0.02700326,0.0338858,0.015426089,0.04394515,-0.037015818,0.08472976,0.023056842,0.03422983,-0.001393823,-0.060575474,0.01752842,-0.0018964058,-0.023228131,0.021956189,-0.0035010765,-0.01227258,0.04736121,-0.03888614,0.018056674,0.0056007337,-0.02615281,-0.09768292,-0.008340629,0.015477103,-0.06536077,0.015166654,0.24168868,-0.022734132,0.023448342,-0.0062653217,-0.13483727,-0.051979654,-0.016298639,-0.07977228,0.04565879,0.05378912,0.035379898,-0.092759974,-0.041415047,-0.076943174,0.05207775,-0.0145056555,-0.009124504,-0.045794535,0.037190024,0.013465377,-0.04855977,0.03178573,0.029729038,0.06059089,0.02148141,-0.10355369,-0.04846274,0.02211015,-2.8894235e-33,0.0010032814,-0.042188846,-0.02763749,0.041641343,-0.07405634,0.016718965,-0.011559759,-0.028762467,0.008981911,0.05736209,-0.03579998,0.07174316,0.03021037,0.070151836,0.16278511,0.037714824,0.0032977709,0.019196974,0.006078028,-0.026274215,-0.06940297,0.048738178,-0.019766686,0.098493904,-0.0414194,-0.07888022,0.035406914,-0.034841396,0.039242893,0.0120272925,0.054838456,0.03573555,0.082018346,-0.09817188,-0.053300314,0.0006764253,-0.004234487,-0.14604892,0.019742643,0.054073848,-0.023051586,0.0025413258,0.0042178715,0.0502728,-0.03089941,0.013844969,-0.004320016,0.022464842,-0.034613054,-0.00022671687,-0.017683158,0.020211192,-0.0063440674,-0.016980741,-0.013842193,-0.015007634,-0.029298294,-0.04444894,0.041342456,0.018233186,0.016184343,0.11387603,0.0021147437,-0.0006554127,-0.0676315,-0.027322713,0.054883577,-0.039268065,-0.0026478395,0.01651903,-0.075721934,-0.020527324,0.1057497,-0.023528544,0.02235013,-0.018386727,-0.022634827,0.015013086,-0.028827474,-0.0008513263,-0.0320203,-0.0021436063,0.028261872,0.05352098,-0.03998273,-0.001643984,-0.05589199,-0.09608005,0.053660024,0.02848193,0.000109978704,0.0195479,-0.007460997,0.043448787,-0.04359907,2.7234167e-33,-0.060115084,-0.059618887,0.05415545,0.032194283,0.06577806,-0.029254423,0.013643119,-0.057534523,-0.0233635,0.08180813,-0.067067154,-0.05945443,0.060493678,0.03434175,-0.05749944,0.14065008,0.12830709,-0.03032929,0.047945585,-0.063758045,-0.024768027,0.001734839,-0.036579475,-0.037002105,-0.054856,-0.015580096,0.04912794,-0.0263718,0.031168107,0.016307024,0.0820121,-0.052684236,-0.09002715,0.032760657,0.0027397817,0.08322746,0.09185683,-0.0258735,0.006548939,-0.07587202,0.045449108,-0.029639043,0.031170294,0.10515772,-0.008710329,-0.025136795,0.015636781,-0.03243045,0.043524668,0.033173632,-0.026559707,0.016759787,0.030720305,-0.08344827,-0.081436776,-0.0077239475,0.030408904,-0.018062126,-0.0012883059,-0.008472044,-0.04093349,0.035491887,-0.00031778804,0.030009916,0.015817119,0.009411451,0.016104795,-0.0018887019,0.017989384,0.020103231,0.08984103,0.060646478,-0.0770506,0.0087650865,-0.030333716,-0.035255257,-0.0965583,0.014046149,-0.0176585,-0.023934603,-0.020668307,-0.07022271,-0.04150765,0.016760921,-0.046797115,-0.05207667,0.014251169,0.014209876,-0.02474027,0.015255554,-0.05403736,0.03631309,-0.11638864,0.08131032,0.059082966,-1.3296307e-08,0.016630879,-0.017466467,0.09253418,0.02686523,0.02261216,0.033451844,-0.03570852,0.0124470405,0.0011171502,0.051405355,0.049477674,0.064282335,-0.0080875475,0.108216636,0.062298495,-0.006069858,-0.083294086,0.04367476,-0.039402444,-0.039319795,0.0038020553,0.04023876,0.07177467,-0.032447074,-0.08445013,-0.04922283,0.035282332,0.113489434,0.0036207426,-0.044545077,0.023050558,0.07456037,-0.012406999,-0.020952243,0.026382169,-0.08563427,-0.0018959227,0.03326402,0.035882737,0.076154076,-0.04487478,-0.053238742,0.010776885,-0.021820925,-0.02477382,-0.016536983,0.01019475,-0.023528293,-0.03886476,0.026289493,0.027732033,0.019711448,0.033696618,-0.009193516,0.044283845,0.004851108,0.0395727,-0.0396394,-0.029140005,0.03825166,0.09640236,-0.012719426,0.047275785,0.034220688
name,-0.1606511,0.047666315,-0.095634066,0.05981916,-0.067256056,-0.04010756,0.14594401,0.03696348,-0.03881624,-0.047539584,-0.014160839,-0.112717964,-0.0062353085,-0.004337971,-0.07962285,0.07040128,-0.0086468505,0.05395012,-0.04279947,-0.096219234,-0.0722362,0.025215987,-0.026786776,-0.010657599,-0.035762776,0.011062091,-0.06733821,0.04800645,-0.04049977,-0.12124115,0.058142792,-0.00012195562,0.043073412,0.03698946,-0.05939176,0.012657815,-0.12669171,0.032380503,0.0043664533,-0.050578225,0.02171999,-0.071526654,-0.038746595,-0.033047475,-0.036640156,-0.06720637,0.032605246,-0.014138653,0.05145101,0.06441274,-0.09240656,-0.07144221,-0.06188327,0.01191946,0.0385602,-0.044185676,0.028310582,0.051023256,0.010977578,0.015814355,0.023034284,-0.013310409,-0.053509872,0.025221337,-0.008921737,-0.0016198703,-0.0013617966,-0.011237519,0.004315097,-0.049231995,-0.015377357,0.012232576,-0.014357378,-0.016469816,0.015643746,-0.026824381,0.0016427428,0.008668765,0.015940137,0.01227522,-0.04680057,0.023041096,-0.112270184,-0.07852461,0.0013248904,0.09059934,-0.026124371,0.01620818,-0.03500995,-0.017135283,-0.064074025,-0.01082156,0.06813955,-0.0064449925,-0.015793983,0.0024663662,0.01138825,-0.028537525,-0.09365061,0.28496653,-0.03311488,0.02867038,-0.04154662,0.07332714,0.0013363702,-0.07597906,0.01471141,0.007361906,-0.026369922,-0.0057318793,-0.031744234,0.019685738,-0.04277803,0.0353824,0.03728474,-0.012569713,0.008598787,-0.01711148,0.011888,-0.06430156,0.06327245,0.017753497,-0.058691785,-0.035174523,-0.039109197,3.7382535e-05,0.040073317,-4.062852e-33,-0.0026518265,-0.0073283794,0.089653775,0.15125205,0.029474359,-0.017724834,0.014117063,0.042282514,-0.030461164,0.060072754,0.0530411,-0.026160127,-0.06348783,-0.01723919,0.058456965,0.029781424,-0.01221585,0.036649413,-0.058712192,0.018775672,0.012310689,0.044336237,0.0072934837,0.022245413,-0.0022645306,-0.09059924,0.02656086,-0.034468748,0.0604132,0.041184444,-0.0031503283,-0.0049197315,0.06080624,0.007496923,0.028422633,-0.028620096,0.005508842,-0.04068197,0.027520146,0.051190745,-0.024222016,0.010970797,-0.03455693,0.018046806,-0.04614368,-0.0026447654,0.05390786,0.02546252,0.012366493,-0.027486065,-0.046433687,0.006585985,-0.130046,-0.008865285,-0.11572218,0.019197773,0.011631492,0.033354305,-0.0062346,-0.04202947,0.022653168,0.038944684,-0.034198876,0.004502012,-0.01161184,-0.084794335,0.040262472,-0.084978,0.004890202,-0.0030715982,-0.073494695,-0.0063919025,0.061646726,-0.005278168,-0.010506466,-0.0034046525,-0.0044885385,-0.008256771,-0.04603966,0.02761965,-0.059389643,0.05775573,-0.029886348,0.03149109,-0.052961387,0.002055347,0.0027807537,-0.052691128,-0.04898576,-0.031890977,-0.12278597,-0.010458683,0.03067906,0.008827305,-0.040152524,1.877622e-33,-0.025374526,0.0041656974,-0.032763686,0.08901089,0.049041178,-0.027096156,0.03920796,0.13795045,-0.03150011,0.040643908,-0.014203926,-0.041746665,0.06502686,-0.012201124,0.044196032,0.06771958,0.052471817,0.0051471684,-0.04962259,-0.005632193,-0.032559894,-0.02851243,-0.0688584,-0.06368441,-0.04682745,0.0035471057,0.050293762,0.052414007,-0.05207526,0.014207549,0.04382015,0.02746446,-0.040880978,0.06237219,-0.0113237845,0.12547451,0.11736529,0.015779579,0.0047553848,0.018099468,0.053419158,0.01881742,-0.027544381,0.11960792,0.017045418,-0.054013286,-0.04660591,0.06550003,0.049508374,0.03570665,-0.03002438,0.0032791838,-0.066200204,0.0003584906,0.023793671,0.064324245,0.0110440105,0.015716065,-0.010961942,0.0050258604,0.0015194874,0.04956231,-0.0035462123,0.030451993,0.032022294,0.018065399,-0.094920844,-0.07951079,-0.007079894,-0.035465028,0.02380998,0.013792219,-0.03100166,0.03908656,-0.06022352,0.018903445,-0.1070362,0.01234588,-0.025135733,0.022601288,-0.013317303,-0.022930007,-0.07650518,0.07545055,-0.0003332892,-0.007483591,0.07419331,0.077293254,-0.040222954,-0.046687823,-0.039244756,0.011333899,0.048316248,-0.054728843,-0.051947057,-1.5291347e-08,-0.0070004193,-0.03676433,0.043423373,0.008693681,0.09489933,0.08447029,0.00199076,-0.0009741786,0.032684565,0.02537566,0.102367386,0.017682975,0.09550703,0.047929298,0.079026975,-0.047936555,-0.025025414,0.1127308,-0.0073951855,0.028942952,-0.0040496397,-0.037289422,0.03682698,-0.053634122,0.06099331,0.025497494,0.019563708,0.09368755,-0.034435276,0.038100366,-0.03735697,0.13041708,-0.012449334,-0.0018287539,0.032005932,0.028532797,0.005434658,0.016302094,0.022419918,0.06165258,-0.0161297,0.039711382,0.14246877,-0.06386934,-0.037967578,0.051243685,-0.004074087,-0.030910473,0.03559286,0.0030551525,-0.057657253,0.0023245772,0.06481776,0.011168036,0.0028681757,0.059122596,-0.0044530435,0.0025071204,-0.02107592,-0.03109583,0.090540014,-0.020250242,0.031732507,0.030874481
Laptop,-0.05419766,0.07089286,0.0029647546,0.0003745247,0.006317926,-0.0037507687,0.058778174,0.038964342,0.09810213,-0.0060450328,0.06876416,0.0041735424,0.02799413,-0.018868046,0.036325358,-0.03464351,0.03799782,-0.1453032,-0.040384036,-0.0701945,-0.06609674,0.006835195,-0.055710126,-0.00905875,0.010284176,-0.007012607,0.01186811,-0.00047441496,-0.08442074,-0.04953917,-0.007516791,-0.021928722,-0.037275054,0.06211305,-0.03755226,-0.07914394,0.012903287,0.020320345,0.077558115,-0.10432831,-0.06567544,-0.08322656,0.07416141,-0.0252034,0.083039604,0.014365481,0.018120913,0.048819195,0.06828142,0.036442015,0.0060282866,0.0042610588,-0.037047483,-0.0016201718,-0.061214324,0.006892922,0.016822096,0.04259626,-0.014495937,-0.005746046,0.08067348,-0.081985995,-0.062313884,0.03530633,-0.0007593371,-0.0540706,-0.0073020826,-0.056939695,-0.0137029085,0.05949823,-0.014123939,0.051704533,0.020364461,0.025927208,-0.020322656,-0.061784368,0.025213603,0.021055602,0.050666768,0.030397823,-0.029201178,0.039170474,-0.037029993,0.07085758,-0.0038084441,-0.030204007,-0.035872582,0.043089632,-0.09866542,-0.07942452,-0.024677563,-0.006909037,-0.029227238,0.0061650723,-0.14349312,-0.026648989,0.080324285,-0.05667388,-0.03787751,0.21403727,0.021735478,0.042266093,0.09618256,-0.0108679775,-0.012851765,-0.033373807,-0.007881438,0.04899688,0.008217956,-0.044223923,-0.07160212,-0.030289287,-0.07103183,0.018028164,0.005757206,-0.038604207,-0.045326605,0.025251435,0.012465377,0.04570604,-0.039350588,0.01317342,0.025731208,-0.045822836,-0.05955154,-0.04099714,-0.0045065316,-3.4665226e-33,0.064822696,-0.053247172,-0.00061334146,-0.010303478,-0.022193285,0.031086138,0.036306087,-0.03549087,0.0009848046,0.052648082,-0.021156672,-0.026404545,-0.02623512,-0.004481848,0.15707795,0.008403547,0.030873038,0.045894217,-0.10749073,-0.030528743,0.003833854,-0.027393956,0.011488998,0.009783258,-0.0012846941,-0.0076112994,-0.057390362,-0.03041453,0.016791591,0.051083285,0.014927174,-0.03333433,-0.07454942,-0.10931288,-0.053447235,-0.011114749,-0.01008659,-0.059686843,0.10730145,-0.022922859,-0.059425376,0.062437054,-0.025058502,-0.043167625,0.023646543,0.042778455,0.050493684,0.10255485,-0.028636254,0.07466232,-0.06621068,-0.020946298,0.04875589,-0.013093728,-0.040623363,0.013104188,0.057393912,0.019976875,0.08369085,0.024342434,0.10168458,0.045874335,0.0056185634,0.0005199281,-0.016443785,0.025435245,0.12176049,0.012631459,-0.0056167794,-0.038486134,-0.05219246,-0.08904897,0.045276903,0.006974415,0.011535932,0.0024982446,-0.023478137,0.00011396373,-0.12283286,0.00085186656,-0.040729087,-0.037160836,0.02510505,0.007930246,-0.01857905,0.08056584,-0.10560915,-0.11137595,-0.0038040525,0.036054533,-0.020428553,0.014083895,-0.029999752,0.033786785,0.010339004,2.7005008e-33,-0.008820151,-0.015715724,0.009653146,0.00941945,0.08583586,-0.011294265,0.007878908,0.00013999156,-0.08106102,0.01993111,-0.020768484,0.0101389615,0.03897291,-0.008624637,0.1045825,0.046216846,0.017497817,-0.008043548,0.025933066,0.023658669,-0.062187802,-0.035857335,0.01586878,-0.072819635,-0.014660046,0.0072767665,-0.049026895,0.0091707315,-0.02538514,0.021263745,-0.00043926586,-0.042371504,-0.000100382706,0.07085667,0.0804387,-0.018036531,0.050861437,-0.032980308,0.03810976,0.00324607,0.11769215,0.03216433,0.015695231,0.12514518,0.05238464,-0.037451237,-0.100631826,-0.05784117,0.08352637,-0.03612632,0.012411458,-0.024867097,0.062931135,-0.049210463,0.00017468106,-0.04580515,-0.055430885,0.05096972,0.077337176,-0.0622134,-0.023670863,-0.01714031,-0.03598608,0.03122904,-0.05484767,0.029261027,0.043222703,0.06730105,0.019532515,-0.05095638,0.007891172,-0.03576359,0.03697206,0.028588701,-0.051041193,-0.049292065,-0.026083997,-0.00862029,-0.014828428,0.02359327,0.08384919,-0.03251465,-0.03394703,-0.018747602,-0.019374179,-0.09651142,0.06159307,0.039111666,-0.06863509,-0.034874335,0.055130012,0.047241986,-0.034104917,0.03191586,-0.0091109695,-1.1128518e-08,-0.009821095,0.013032516,0.04407224,0.034264147,-0.0011271046,-0.027429419,0.039884273,0.015848838,0.117122486,0.045983594,0.038495336,-0.08011526,0.05015052,0.053981274,0.030450763,0.033442218,-0.037751205,0.10663437,-0.016398514,0.015909888,0.06766266,0.012128466,0.101583086,-0.0004697551,0.06687453,-0.046861585,0.013652215,0.046304077,0.044311445,0.025255643,-0.11139174,0.04849988,-0.03934305,-0.015573282,-0.05369028,-0.08543658,0.00880255,0.007986391,0.087612785,0.03653434,0.0118339155,-0.0633435,-0.025042756,-0.028648483,0.036325496,-0.006029714,-0.0041640718,-0.09726346,-0.07121388,0.043810997,-0.027713755,0.02206596,0.078743644,0.059298538,0.005260397,-0.0067373286,-0.005342229,0.07694785,-0.07625668,0.025900392,0.16441509,0.046939548,-0.06739272,0.020508742
details,0.011444608,0.12845775,-0.012390801,-0.030428126,0.017775906,-0.07550984,0.07884376,0.033841852,-0.04630549,0.0025352174,-0.021125233,-0.022320792,-0.014368085,0.0032870239,-0.05882634,0.015150858,0.08862011,-0.06003264,-0.15760905,-0.011769917,-0.017396113,0.0021549277,-0.033899557,0.032613393,0.007553698,0.06872131,-0.05541708,0.0729605,-0.03470159,-0.077149406,-0.010921083,0.0038020753,0.10063846,0.02514193,-0.124082126,0.03930169,-0.04496315,0.014230657,0.04491819,-0.021239107,0.05524213,-0.07185687,-0.015548556,-0.0129797915,0.059214324,0.038006153,0.0033514514,-0.03287855,0.041945953,0.021360666,-0.041024085,-0.0069254762,0.0028714463,-0.020143837,-0.008466923,-0.031936213,-0.029893408,0.029783938,0.012335791,-0.026038786,0.08697601,0.026314598,-0.04469787,0.02297237,0.031162072,-0.034531496,-0.05227443,-0.03501837,-0.031881545,0.0026152197,0.00036020912,0.0011544054,-0.054409523,0.025755197,0.031172149,-0.059984107,0.03651517,0.011237396,0.015559868,0.04178654,-0.006272127,0.0784912,-0.049278427,-0.0010165152,-0.010622178,-0.02757793,0.029072966,-0.028693255,-0.06674276,0.012024358,-0.003925504,-0.08535572,-0.0070041046,-0.024370663,-0.03486126,-0.047286563,0.0077461004,-0.045298357,-0.082551815,0.21664277,0.018646142,0.054320298,-0.040154688,0.0037283895,-0.0084319245,-0.06841652,-0.019974029,0.041238517,-0.02427869,-0.016533721,-0.044228125,-0.03281198,-0.06650184,-0.025423737,0.07293511,-0.06412898,0.10054892,0.049278244,0.081660844,0.028743403,0.08225195,0.031404175,-0.019828,0.0061190957,-0.07159578,-0.117094524,0.01437332,-3.081985e-33,0.037995085,-0.06901485,-0.03408815,0.13869683,0.06038403,0.046677485,0.006004073,-0.014461182,-0.024597974,0.15679905,0.06415059,-0.027661404,-0.05187882,0.013320819,0.09533518,0.025543021,-0.10415104,0.13312444,0.0059934678,0.024440784,0.017771669,0.08041778,-0.008755758,0.010970923,0.009389286,-0.0061461674,-0.0031741038,-0.07358611,-0.014218644,-0.037510037,-0.015234906,0.054944683,0.045644484,-0.045203727,0.012896882,0.006068051,0.009898606,-0.14228043,0.02185649,-0.0058612437,-0.00032367714,-0.04706323,-0.07928209,0.039261494,-0.005045522,0.020550407,0.02804038,-0.0077697034,-0.019438693,-0.075328074,-0.036425103,-0.0023151254,-0.09473872,-0.046448912,-0.046817705,0.024233138,0.02593351,-0.101866394,0.0027511255,0.020677188,0.048182793,0.06553992,-0.118596196,-0.015744032,-0.023828447,-0.06512043,0.047566235,-0.07355152,0.06391001,-0.049405456,-0.055385757,0.058854714,0.030383494,-0.007408575,0.014778949,-0.026274646,0.05112489,-0.013748034,0.0041102944,-0.040399123,0.018180782,-0.060642045,0.0049130707,-0.029761698,-0.070893645,0.014276337,0.0703606,-0.13832594,-0.0658541,-0.013271895,-0.07913599,-0.011850442,0.056479525,-0.053275086,-0.0004931439,3.811099e-34,-0.04042971,0.013704208,-0.04457543,0.014569395,0.027342238,-0.026795708,0.019068457,0.099950776,0.0030560554,0.06495165,-0.08270027,-0.0031261188,-0.0073022074,-0.063467875,0.010536322,-0.023485819,0.08135965,-0.007103721,-0.024868408,0.036732353,0.012925194,0.01893447,-0.0036218734,0.0066478606,-0.045241896,0.027073096,0.13963221,0.010177874,-0.012143186,-0.09762676,0.00801987,-0.04294713,-0.054912418,0.00017605747,0.0022596829,0.09369868,0.037529033,0.07012107,0.006093834,-0.019948855,0.13953504,-0.021454921,0.054195132,0.08232075,-0.014929339,-0.045851767,0.022318397,0.0486017,0.07842023,0.013853479,-0.0409407,-0.02468445,-0.036466032,0.038874157,-0.006947746,-0.020469623,-0.02168627,-0.0069377935,-0.01758139,-0.021453114,-0.015637163,0.04480984,-0.08840292,0.022521855,-0.033673905,0.030553337,-0.06711287,-0.07572582,-0.0172349,-0.050781894,0.00879587,-0.04203033,-0.079378806,0.02624301,0.06553916,0.018882222,-0.056419738,-0.017552393,0.046295792,0.0359629,-0.03444073,-0.0055293036,0.008702914,0.039690364,0.01741712,0.07007508,0.0053914646,-0.05960457,0.04275564,-0.07757725,-0.05478284,0.035495806,0.07314315,0.0175563,-0.015411031,-1.4025416e-08,-0.017112559,0.0054525365,-0.025706727,-0.013554809,0.012712245,0.08773451,0.04680474,0.0718746,-0.006730839,0.025358887,0.026419764,0.07043336,-0.03693811,0.021326916,0.07833499,0.0012114546,0.028420093,0.01386437,0.024761133,0.013067639,-0.044597257,0.008904608,0.024058571,-0.054183256,0.011859077,0.01695925,0.01076029,0.15714106,0.029376844,0.06783918,0.016632006,-0.016065216,0.0028829072,0.029338378,-0.07102854,-0.03398518,0.019144299,-0.024244158,0.03979841,-0.017581707,-0.06765886,0.016286802,0.024104308,0.06412226,-0.0034422996,0.054106064,-0.03453802,-0.06477352,0.02052263,-0.02043033,-0.06575126,0.067859024,0.05524165,0.07511369,0.055188518,0.027285676,-0.025097521,0.026708791,-0.026518667,-0.006135376,0.14509247,0.044359285,-0.016867496,0.009247871
brand,-0.09075166,0.028474918,-0.0028173258,-0.031857032,-0.03196192,-0.06552683,0.11953047,0.07409253,0.042947244,-0.02949575,0.059053138,-0.008383811,0.013856468,-0.063938566,-0.016807731,-0.05429116,0.010522524,-0.0070927204,0.001491321,-0.07540557,-0.046602458,-0.014218947,0.01368096,0.07763632,-0.064308256,0.07739612,0.0073935157,0.050189454,0.06361548,-0.13424432,-0.019850902,0.022839041,0.07507606,-0.050061923,0.01510959,0.022025919,0.0040746243,-0.048859786,-0.004941007,0.003863975,-0.012424488,-0.10299482,-0.053949352,0.0155070815,0.003905958,0.02252567,0.06742993,0.08983215,0.04484585,0.11628594,-0.031634647,-0.02914488,-0.03728735,-0.017901834,0.056993097,-0.0028077695,-0.08350489,-0.006809622,0.0035768177,-0.053028014,0.020943457,-0.04959402,-0.09108053,0.10383965,-0.006399107,0.021563288,-0.014388119,0.022677185,-0.04868041,-0.033056457,0.027534658,-0.014126668,0.052463382,0.08823465,-0.026680019,0.019564241,0.07538086,-0.07819182,0.02606383,0.017081179,-0.023519712,-0.057320323,-0.07004264,0.046497073,0.008790079,-0.030270467,0.066544995,0.03498882,0.033383068,-0.025758343,-0.037402213,0.015700495,-0.012097461,-0.02085699,-0.15513074,0.02009304,0.015786892,0.03038892,-0.044945933,0.21367708,-0.014861801,0.078098916,-0.031884223,-0.023527106,-0.020332297,-0.038374018,0.022315154,0.05446125,0.064131945,0.020336278,-0.08189896,-0.030829215,-0.07292451,-0.008049983,0.015791569,-0.11095392,-0.026368007,0.030867118,0.10674518,-0.10918523,-0.050826002,0.004223145,0.019197796,-0.096076384,-0.0677121,-0.0028397138,0.016022416,-4.9235026e-33,-0.041068275,0.0897798,0.014819918,0.032760948,-0.033145193,0.04442788,0.01664069,-0.0016388077,-0.0490343,0.0599053,-0.031067638,-0.03812653,-0.07480462,0.031120524,0.1321641,0.030652244,-0.045500446,-0.10061946,-0.004307744,-0.037924875,-0.04740581,0.14099212,0.036291525,0.10533147,-0.0037448483,-0.11647453,0.0062259943,0.026942138,0.0071952767,0.048274655,0.031437073,-0.016873438,-0.009802264,-0.08024527,-0.03175518,0.02779211,-0.07332867,-0.09916221,0.031942543,0.022476654,0.013934692,0.02099088,-0.027962534,0.090183064,-0.03305043,0.029185947,-0.027884241,0.0019427959,-0.0115097,-0.0021162732,-0.052075967,-0.0245149,-0.05039522,0.030199194,-0.016722908,-0.037734997,-0.03588607,0.016260004,-0.015237801,-0.011532446,0.013542899,0.09955916,0.0021737579,0.07884912,0.058510914,0.050216954,0.06416732,0.010731245,-0.037694138,-0.030961534,0.009020619,0.0015300472,0.010936538,0.020478262,-0.024936318,-0.024092665,0.0062709767,0.05895734,0.002191571,0.008319737,-0.051558852,0.042556033,0.022852456,0.051456816,-0.03440723,0.0014484284,0.0097603565,-0.02624318,-0.022649812,0.01597909,-0.044517517,0.02420346,0.04142461,0.051554,-0.060312793,3.895074e-33,0.031950418,-0.04877523,0.096385464,0.118043736,0.04956517,-0.017263714,-0.011807221,0.008539187,-0.0024957466,0.0066008274,0.011731676,0.0047499416,-0.020304425,0.027619645,0.0216382,0.0907453,0.091221645,-0.061905757,0.008398471,-0.08165852,-0.011892472,0.035851005,-0.026737042,-0.003529316,-0.030080311,0.02429801,0.039916378,0.044687986,-0.063047774,-0.061137617,0.022340154,0.003970289,0.009638116,0.09258806,-0.01407446,0.14533296,0.03300884,-0.007543931,-0.024133598,-0.01049232,0.037816312,0.034173876,0.016170917,0.12828714,0.0062180813,-0.09345274,-0.0077691777,-0.08847021,0.049524803,0.054523222,-0.07428879,-0.011962315,0.056229513,-0.020263994,-0.06351997,-0.0385249,-0.032047648,0.047979247,-0.04235679,0.0044197403,0.061605573,0.061508946,-0.049422096,0.058895994,-0.006319026,0.009898012,0.034741662,0.006103172,-0.020813916,-0.032336753,0.040695168,0.016144825,-0.045980968,0.017493492,-0.104097724,-0.0216789,-0.05796933,0.03694145,-0.027260335,0.016707847,0.012620555,-0.043605123,-0.06472486,0.13721679,-0.03127759,0.06894738,0.020942567,-0.0053976667,-0.013860215,0.018585065,0.07724222,0.015313122,-0.098496,0.027366357,-0.023535594,-1.1890834e-08,0.015323262,-0.03861601,0.0684728,0.0041173077,0.02836452,-0.0207072,-0.04802925,-0.07015608,-0.0037417423,0.061112963,0.039576642,0.008838328,-0.05259927,0.057147615,-0.017452538,-0.056705855,-0.041912984,0.101142384,-0.053076077,-0.0047013084,-2.0220612e-06,0.027802007,0.09208349,-0.04721498,-0.031037876,-0.019775214,0.037476636,-0.10273333,0.029307317,0.0130702,0.011810127,0.09571676,0.031362884,-0.020068312,-0.03750589,-0.04755191,0.034099795,0.006250378,0.007827793,0.02121135,0.00668372,0.021593895,-0.01745554,-0.021460278,-0.031493,-0.010885449,0.039444365,0.05838951,-0.002456679,0.025397072,-0.0015117684,0.020037275,0.003336501,0.001267898,-0.10484915,-0.10219979,-0.027997926,0.016218632,-0.048843008,-0.0042640236,0.053449262,-0.063919544,0.017172704,0.0042524873
